Fecha,Saturación,N° de pallets
2026-03-12 00:15:28.566166,92.73,102
2026-03-12 00:32:21.774843,92.73,102
2026-03-12 00:47:58.950361,93.64,103
2026-03-12 01:06:39.020382,76.36,84
2026-03-12 01:22:16.672053,62.73,69
2026-03-12 01:37:55.685980,60.0,66
2026-03-12 01:56:03.585762,60.0,66
2026-03-12 02:11:42.458309,60.0,66
2026-03-12 02:27:18.633421,56.36,62
2026-03-12 02:42:57.565639,56.36,62
2026-03-12 02:58:34.204752,50.91,56
2026-03-12 03:14:10.119985,50.91,56
2026-03-12 03:29:51.348419,34.55,38
2026-03-12 03:47:47.126345,34.55,38
2026-03-12 04:03:24.683933,25.45,28
2026-03-12 04:19:06.972961,25.45,28
2026-03-12 04:34:43.072254,32.73,36
2026-03-12 04:51:44.118089,40.0,44
2026-03-12 05:07:29.221347,23.64,26
2026-03-12 05:23:09.570466,23.64,26
2026-03-12 05:38:48.845638,24.55,27
2026-03-12 05:54:24.103361,33.64,37
2026-03-12 06:11:48.745383,28.18,31
2026-03-12 06:29:14.013718,28.18,31
2026-03-12 06:44:50.949473,28.18,31
2026-03-12 07:00:29.334150,28.18,31
2026-03-12 07:17:16.833472,28.18,31
2026-03-12 07:32:54.828494,14.55,16
2026-03-12 07:51:04.353393,10.0,11
2026-03-12 08:07:59.913631,12.73,14
2026-03-12 08:25:03.113036,12.73,14
2026-03-12 08:42:10.988682,10.0,11
2026-03-12 08:57:57.814329,3.64,4
2026-03-12 09:13:56.992801,4.55,5
2026-03-12 09:31:04.184610,4.55,5
2026-03-12 10:38:38.263695,2.73,3
2026-03-12 10:57:37.094516,32.73,36
2026-03-12 11:13:25.089465,58.18,64
2026-03-12 11:30:32.245438,40.91,45
2026-03-12 15:38:52.818073,86.36,95
2026-03-12 15:56:05.369728,96.36,106
2026-03-12 16:11:57.479720,89.09,98
2026-03-12 16:29:02.849402,96.36,106
2026-03-12 16:44:59.541857,125.45,138
2026-03-12 17:03:40.461869,110.0,121
2026-03-12 17:23:23.943237,99.09,109
2026-03-12 17:39:17.905726,429.09,472
2026-03-12 17:55:04.750369,128.18,141
2026-03-12 18:12:54.243277,121.82,134
2026-03-12 18:30:15.087516,117.27,129
2026-03-12 18:46:00.729210,137.27,151
2026-03-12 19:01:47.321177,142.73,157
