Fecha,Saturación,N° de pallets
2026-04-14 00:15:11.413799,65.45,72
2026-04-14 00:32:01.297784,45.45,50
2026-04-14 00:47:40.802082,45.45,50
2026-04-14 01:22:11.945413,41.82,46
2026-04-14 01:39:01.388176,33.64,37
2026-04-14 02:11:11.999437,52.73,58
2026-04-14 02:27:58.519692,60.91,67
2026-04-14 02:45:59.647253,36.36,40
2026-04-14 03:04:04.174124,41.82,46
2026-04-14 03:20:53.830661,41.82,46
2026-04-14 03:37:40.659568,22.73,25
2026-04-14 04:45:08.264416,15.45,17
2026-04-14 05:01:55.807620,12.73,14
2026-04-14 05:18:41.346084,2.73,3
2026-04-14 05:54:13.544985,4.55,5
2026-04-14 06:10:59.271325,11.82,13
2026-04-14 06:27:49.954794,6.36,7
2026-04-14 06:45:50.777598,6.36,7
2026-04-14 07:02:36.215677,6.36,7
2026-04-14 07:19:26.043155,6.36,7
2026-04-14 07:35:03.794043,6.36,7
2026-04-14 07:51:51.299124,6.36,7
2026-04-14 08:07:29.229512,13.64,15
2026-04-14 08:25:29.980094,10.91,12
2026-04-14 08:41:10.656375,14.55,16
2026-04-14 08:59:12.459146,10.91,12
2026-04-14 09:32:18.017418,10.91,12
2026-04-14 09:50:39.153655,3.64,4
2026-04-14 09:57:35.075000,3.64,4
2026-04-14 10:14:47.936966,27.27,30
2026-04-14 10:31:45.283040,45.45,50
2026-04-14 10:48:45.339142,27.27,30
2026-04-14 11:22:27.188629,20.91,23
2026-04-14 11:50:30.070849,44.55,49
2026-04-14 12:06:25.990378,22.73,25
2026-04-14 12:26:24.735647,30.0,33
2026-04-14 12:43:23.182724,20.91,23
2026-04-14 13:07:26.504010,18.18,20
2026-04-14 13:23:23.037319,25.45,28
2026-04-14 13:55:37.507303,20.0,22
2026-04-14 14:11:22.857396,33.64,37
2026-04-14 14:27:09.236462,35.45,39
2026-04-14 15:10:31.355042,35.45,39
2026-04-14 15:29:32.885646,35.45,39
2026-04-14 15:47:46.869576,41.82,46
2026-04-14 16:04:53.930503,39.09,43
