Fecha,Saturación,N° de pallets
2025-12-12 00:06:16.646630,107.27,118
2025-12-12 00:22:02.937466,90.91,100
2025-12-12 00:42:15.507736,86.36,95
2025-12-12 01:00:03.001526,86.36,95
2025-12-12 01:18:17.687037,86.36,95
2025-12-12 01:33:55.088027,75.45,83
2025-12-12 01:50:55.723998,90.91,100
2025-12-12 02:06:30.144873,75.45,83
2025-12-12 02:22:12.646289,75.45,83
2025-12-12 02:37:51.498600,75.45,83
2025-12-12 02:53:36.613682,86.36,95
2025-12-12 03:11:32.134307,131.82,145
2025-12-12 03:27:19.150894,118.18,130
2025-12-12 03:42:52.901801,139.09,153
2025-12-12 03:58:31.553371,118.18,130
2025-12-12 04:14:11.779373,114.55,126
