Fecha,Saturación,N° de pallets
2025-11-03 00:05:44.814802,87.27,96
2025-11-03 00:21:07.964826,86.36,95
2025-11-03 01:08:48.367779,129.09,142
2025-11-03 01:56:25.648271,151.82,167
2025-11-03 02:14:15.545695,182.73,201
2025-11-03 02:29:35.626682,182.73,201
2025-11-03 02:45:56.480492,185.45,204
2025-11-03 03:02:20.843799,199.09,219
2025-11-03 03:19:50.363969,199.09,219
2025-11-03 04:08:37.564842,200.0,220
2025-11-03 04:23:54.096363,213.64,235
2025-11-03 04:40:22.486618,250.91,276
2025-11-03 04:55:39.828324,271.82,299
2025-11-03 05:12:05.666416,274.55,302
2025-11-03 05:28:27.643290,274.55,302
2025-11-03 06:00:56.393366,292.73,322
2025-11-03 06:18:22.944905,303.64,334
2025-11-03 06:33:42.908670,303.64,334
2025-11-03 06:49:01.139603,303.64,334
2025-11-03 07:04:17.507179,303.64,334
2025-11-03 07:19:41.994743,303.64,334
2025-11-03 07:53:51.008235,297.27,327
2025-11-03 08:09:18.371830,280.91,309
2025-11-03 08:24:48.770107,275.45,303
2025-11-03 08:40:26.860513,274.55,302
2025-11-03 08:55:56.379171,285.45,314
