Fecha,Saturación,N° de pallets
2026-01-06 00:05:56.473328,1.82,2
2026-01-06 00:39:19.630958,4.55,5
2026-01-06 00:54:53.642919,3.64,4
2026-01-06 01:29:20.805963,7.27,8
2026-01-06 01:46:54.410807,0.91,1
2026-01-06 02:02:25.718327,2.73,3
2026-01-06 02:34:18.917554,2.73,3
2026-01-06 03:08:56.758898,4.55,5
2026-01-06 03:25:25.616761,2.73,3
2026-01-06 03:57:31.597954,0.91,1
2026-01-06 04:16:17.922639,2.73,3
2026-01-06 04:32:49.926005,2.73,3
2026-01-06 04:48:13.401307,3.64,4
2026-01-06 05:21:36.115338,6.36,7
2026-01-06 05:42:59.746078,3.64,4
2026-01-06 06:00:45.894499,4.55,5
2026-01-06 06:51:47.734633,15.45,17
2026-01-06 07:09:36.514795,15.45,17
2026-01-06 07:41:43.798876,1.82,2
2026-01-06 07:57:13.271691,1.82,2
2026-01-06 08:12:47.270099,1.82,2
2026-01-06 08:28:19.567051,1.82,2
